ParkUnit,Plot,SubPlot,EventDate,Distance,Height,CoverClassCode,CoverClassMidPoint,CoverClassRange
Tallgrass Prairie,TAPR90,1,May 21 2005,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR90,1,May 21 2005,5 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR90,1,May 23 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR90,1,May 23 2018,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR90,1,May 23 2018,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR90,1,May 31 2001,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,1,May 31 2001,2 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,1,May 31 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR90,2,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,2,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR90,2,May 21 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR90,2,May 21 2005,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR90,2,May 31 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR90,2,May 31 2001,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR90,3,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,3,May 21 2005,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,3,May 21 2005,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,3,May 21 2005,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR90,3,May 21 2005,5 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR90,3,May 31 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR90,3,May 31 2001,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR90,4,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,4,May 21 2005,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR90,4,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR90,4,May 31 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,1,May 11 2010,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,1,May 11 2010,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR91,1,May 11 2010,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR91,1,May 12 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR91,1,May 12 2004,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,1,May 12 2004,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR91,1,May 12 2004,5 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR91,1,May 14 2014,15 m distance,0.25 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,1,May 23 2001,2 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR91,1,May 23 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,1,May 23 2001,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR91,1,May 23 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,1,May 23 2018,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR91,1,May 23 2018,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR91,1,May 23 2018,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR91,1,May 29 2002,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR91,1,May 29 2002,2 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR91,1,May 29 2002,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,2,May 12 2004,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,2,May 12 2004,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,2,May 12 2004,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR91,2,May 12 2004,5 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR91,2,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,2,May 29 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,3,May 12 2004,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,3,May 12 2004,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,3,May 12 2004,5 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR91,3,May 12 2004,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR91,3,May 12 2004,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR91,3,May 23 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,3,May 29 2002,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,4,May 12 2004,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR91,4,May 12 2004,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR91,4,May 12 2004,5 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR91,4,May 12 2004,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR91,4,May 12 2004,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR91,4,May 23 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR91,4,May 29 2002,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR92,1,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR92,1,Jun  2 2002,2 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR92,1,Jun  2 2002,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR92,1,Jun  6 2008,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,1,Jun  6 2008,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR92,1,May 12 2010,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,1,May 12 2010,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR92,1,May 12 2010,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR92,1,May 14 2014,15 m distance,0.25 m,3,15,5 - 25%
Tallgrass Prairie,TAPR92,1,May 14 2014,15 m distance,0.50 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR92,1,May 23 2001,2 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR92,1,May 23 2001,5 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,1,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,1,May 25 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,1,May 25 2018,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,1,May 25 2018,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR92,2,Jun  2 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,2,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR92,3,Jun  2 2002,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR92,3,May 23 2001,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR92,4,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR92,4,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,1,May 12 2010,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,1,May 12 2010,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR93,1,May 12 2010,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR93,1,May 12 2010,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR93,1,May 14 2014,15 m distance,0.25 m,6,85,75 - 95%
Tallgrass Prairie,TAPR93,1,May 14 2014,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,1,May 21 2005,5 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR93,1,May 21 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR93,1,May 21 2005,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,1,May 21 2005,5 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,1,May 23 2001,2 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR93,1,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,1,May 23 2001,5 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,1,May 23 2001,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR93,1,May 23 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,1,May 23 2018,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,1,May 23 2018,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,1,May 23 2018,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR93,1,May 23 2018,15 m distance,1.25 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR93,1,May 29 2002,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,1,May 29 2002,2 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,1,May 29 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR93,2,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,2,May 21 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR93,2,May 21 2005,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR93,2,May 23 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR93,2,May 29 2002,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR93,3,May 21 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR93,3,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR93,3,May 21 2005,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR93,3,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,3,May 29 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,3,May 29 2002,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR93,4,May 21 2005,5 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR93,4,May 21 2005,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR93,4,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR93,4,May 29 2002,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,1,Jun  9 2001,2 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,1,Jun  9 2001,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,1,Jun  9 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR94,1,Jun 19 2002,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR94,1,Jun 19 2002,2 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR94,1,Jun 19 2002,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR94,1,May 17 2014,15 m distance,0.25 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR94,1,May 18 2007,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,1,May 18 2007,5 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR94,1,May 18 2007,5 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR94,1,May 18 2007,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR94,1,May 21 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR94,1,May 21 2018,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,1,May 21 2018,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR94,1,May 23 2010,15 m distance,0.25 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,1,May 23 2010,15 m distance,0.50 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR94,2,Jun  9 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR94,2,Jun  9 2001,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR94,2,Jun 19 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR94,3,Jun  9 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR94,3,Jun 19 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR94,4,Jun  9 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR94,4,Jun 19 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR95,1,Jun  2 2002,5 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,1,Jun  2 2002,2 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,1,Jun  2 2002,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,Jun  6 2008,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR95,1,Jun  6 2008,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 12 2004,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 12 2004,5 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,1,May 12 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,1,May 12 2010,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR95,1,May 12 2010,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR95,1,May 12 2010,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,1,May 14 2014,15 m distance,0.25 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 17 2007,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,1,May 17 2007,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR95,1,May 17 2007,5 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,1,May 17 2007,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,1,May 19 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,1,May 19 2006,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 21 2005,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 21 2005,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,1,May 23 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR95,1,May 23 2018,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR95,1,May 23 2018,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 23 2018,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,1,May 31 2001,2 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,1,May 31 2001,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,1,May 31 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR95,2,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,2,May 12 2004,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,2,May 12 2004,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,2,May 12 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,2,May 12 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,2,May 19 2006,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,2,May 19 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,2,May 19 2006,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,2,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,2,May 21 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,2,May 31 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR95,2,May 31 2001,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,3,Jun  2 2002,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,3,May 12 2004,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,3,May 12 2004,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR95,3,May 12 2004,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,3,May 12 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,3,May 19 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,3,May 19 2006,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,3,May 19 2006,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,3,May 19 2006,5 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,3,May 21 2005,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,3,May 21 2005,5 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,3,May 31 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR95,4,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,4,May 12 2004,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,4,May 12 2004,5 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR95,4,May 12 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR95,4,May 19 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,4,May 19 2006,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR95,4,May 19 2006,15 m distance,0.75 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,4,May 19 2006,5 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,4,May 21 2005,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR95,4,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR95,4,May 31 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR96,1,May 11 2010,15 m distance,0.25 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,1,May 11 2010,15 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR96,1,May 14 2014,15 m distance,0.25 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,1,May 16 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,1,May 16 2006,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,1,May 16 2006,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR96,1,May 23 2001,2 m distance,0.50 m,2,3,1 - 5%
Tallgrass Prairie,TAPR96,1,May 23 2001,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,1,May 23 2001,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,1,May 23 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR96,1,May 23 2018,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,1,May 23 2018,15 m distance,0.75 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,1,May 23 2018,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR96,1,May 29 2002,2 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,1,May 29 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,1,May 29 2002,5 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR96,2,May 16 2006,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,2,May 16 2006,5 m distance,0.50 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR96,3,May 16 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,3,May 16 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,3,May 16 2006,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR96,3,May 16 2006,5 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR96,3,May 23 2001,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,3,May 29 2002,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR96,4,May 16 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR96,4,May 16 2006,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR96,4,May 16 2006,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR96,4,May 23 2001,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR96,4,May 29 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,Jun  2 2002,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,Jun  2 2002,2 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,Jun  2 2002,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR97,1,May 12 2010,15 m distance,0.25 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR97,1,May 12 2010,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,May 12 2010,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR97,1,May 14 2014,15 m distance,0.25 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,May 14 2014,15 m distance,0.50 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR97,1,May 21 2005,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR97,1,May 23 2001,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,May 23 2001,2 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,1,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR97,1,May 23 2018,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR97,1,May 23 2018,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR97,1,May 23 2018,15 m distance,0.75 m,2,3,1 - 5%
Tallgrass Prairie,TAPR97,1,May 23 2018,15 m distance,1.0 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR97,2,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,2,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR97,2,May 21 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR97,2,May 23 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR97,3,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,3,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR97,3,May 21 2005,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR97,3,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR97,4,Jun  2 2002,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,4,May 21 2005,15 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR97,4,May 21 2005,5 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR97,4,May 23 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR98,1,Jun  3 2008,15 m distance,0.25 m,6,85,75 - 95%
Tallgrass Prairie,TAPR98,1,Jun  3 2008,15 m distance,0.50 m,3,15,5 - 25%
Tallgrass Prairie,TAPR98,1,May 11 2010,15 m distance,0.25 m,7,97.5,95 - 100%
Tallgrass Prairie,TAPR98,1,May 11 2010,15 m distance,0.50 m,6,85,75 - 95%
Tallgrass Prairie,TAPR98,1,May 11 2010,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR98,1,May 12 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Tallgrass Prairie,TAPR98,1,May 12 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Tallgrass Prairie,TAPR98,1,May 12 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Tallgrass Prairie,TAPR98,1,May 12 2004,5 m distance,0.75 m,1,0.5,trace - 1%
